City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,masterton,-40.9597,175.6575,22.71,55,83,1.59,NZ,2024-01-30 23:56:20-05:00
1,port-aux-francais,-49.35,70.2167,4.07,73,88,12.95,TF,2024-01-30 23:56:20-05:00
2,jackson,42.4165,-122.8345,17.93,34,0,9.26,US,2024-01-30 23:56:21-05:00
3,filingue,14.3521,3.3168,18.63,21,8,4.95,NE,2024-01-30 23:56:21-05:00
4,mersa matruh,31.3525,27.2453,8.11,81,40,4.12,EG,2024-01-30 23:56:22-05:00
5,iqaluit,63.7506,-68.5145,-25.73,62,40,8.23,CA,2024-01-30 23:56:22-05:00
6,nago,26.5881,127.9761,26.47,68,70,4.61,JP,2024-01-30 23:56:23-05:00
7,caleta de carquin,-11.0925,-77.6267,23.82,82,100,3.65,PE,2024-01-30 23:56:23-05:00
8,olonkinbyen,70.9221,-8.7187,-3.92,73,100,7.04,SJ,2024-01-30 23:56:24-05:00
9,san antonio de pale,-1.4014,5.6325,27.99,76,99,2.6,GQ,2024-01-30 23:56:25-05:00
10,sinabang,2.4803,96.3801,30.04,66,82,1.68,ID,2024-01-30 23:56:25-05:00
11,greytown,-29.0642,30.5928,18.03,85,58,0.6,ZA,2024-01-30 23:56:25-05:00
12,kingston,17.997,-76.7936,24.53,82,20,1.03,JM,2024-01-30 23:50:13-05:00
13,labytnangi,66.6572,66.4183,-16.14,97,100,1.92,RU,2024-01-30 23:56:27-05:00
14,papatowai,-46.5619,169.4708,17.59,50,81,2.52,NZ,2024-01-30 23:56:27-05:00
15,bilibino,68.0546,166.4372,-33.05,99,100,0.52,RU,2024-01-30 23:56:27-05:00
16,weno,7.4515,151.8468,29.97,70,100,5.66,FM,2024-01-30 23:56:28-05:00
17,dudinka,69.4058,86.1778,-17.99,84,97,9.39,RU,2024-01-30 23:56:29-05:00
18,wailua homesteads,22.0669,-159.378,24.24,80,75,3.09,US,2024-01-30 23:56:29-05:00
19,bethel,41.3712,-73.414,1.2,79,100,3.6,US,2024-01-30 23:56:30-05:00
20,blackmans bay,-43.0167,147.3167,20.41,56,87,0.45,AU,2024-01-30 23:56:30-05:00
21,ribeira grande,38.5167,-28.7,13.21,88,26,2.68,PT,2024-01-30 23:56:31-05:00
22,hithadhoo,-0.6,73.0833,27.61,74,36,2.49,MV,2024-01-30 23:56:31-05:00
23,tiksi,71.6872,128.8694,-26.55,97,64,1.83,RU,2024-01-30 23:56:32-05:00
24,adamstown,-25.066,-130.1015,25.29,78,100,12.27,PN,2024-01-30 23:56:32-05:00
25,lorengau,-2.0226,147.2712,29.15,75,100,4.98,PG,2024-01-30 23:56:33-05:00
26,tchintabaraden,15.8969,5.7985,16.18,30,20,5.85,NE,2024-01-30 23:56:34-05:00
27,tazovsky,67.4667,78.7,-22.39,94,64,5.74,RU,2024-01-30 23:56:34-05:00
28,mcdonough,40.4667,-90.6668,3.0,84,100,2.57,US,2024-01-30 23:56:35-05:00
29,znamenskoye,57.1281,73.8282,-15.62,96,96,2.85,RU,2024-01-30 23:56:35-05:00
30,pemangkat,1.1667,108.9667,28.43,78,91,3.29,ID,2024-01-30 23:56:36-05:00
31,hadibu,12.65,54.0333,25.06,71,95,2.22,YE,2024-01-30 23:56:36-05:00
32,waitangi,-43.9535,-176.5597,18.23,98,100,2.24,NZ,2024-01-30 23:56:37-05:00
33,erenhot,43.6475,111.9767,-17.85,79,6,2.03,CN,2024-01-30 23:56:37-05:00
34,egilsstadir,65.2653,-14.3948,-3.05,74,0,0.51,IS,2024-01-30 23:56:38-05:00
35,treinta y tres,-33.2333,-54.3833,16.3,90,0,2.96,UY,2024-01-30 23:56:39-05:00
36,port mathurin,-19.6833,63.4167,27.68,81,100,8.2,MU,2024-01-30 23:56:39-05:00
37,samus',56.7475,84.6992,-18.33,93,99,1.84,RU,2024-01-30 23:56:40-05:00
38,hermanus,-34.4187,19.2345,21.0,74,100,1.33,ZA,2024-01-30 23:56:40-05:00
39,albany,42.6001,-73.9662,-0.46,84,100,2.02,US,2024-01-30 23:56:41-05:00
40,puerto natales,-51.7236,-72.4875,8.74,85,64,1.43,CL,2024-01-30 23:56:41-05:00
41,johnstown,40.3267,-78.922,3.03,92,100,3.09,US,2024-01-30 23:56:42-05:00
42,ulundi,-28.3352,31.4162,20.79,89,40,0.15,ZA,2024-01-30 23:56:42-05:00
43,glace bay,46.1969,-59.957,-5.12,76,40,4.12,CA,2024-01-30 23:56:43-05:00
44,taiyuan,37.8694,112.5603,2.92,44,89,7.0,CN,2024-01-30 23:56:43-05:00
45,leh,34.1667,77.5833,-4.43,60,99,3.09,IN,2024-01-30 23:56:44-05:00
46,avarua,-21.2078,-159.775,29.03,65,98,1.54,CK,2024-01-30 23:56:44-05:00
47,mejit,10.2753,170.8646,26.31,83,100,9.11,MH,2024-01-30 23:56:45-05:00
48,namibe,-15.1961,12.1522,24.07,82,14,1.92,AO,2024-01-30 23:56:45-05:00
49,saipan,15.1355,145.701,28.39,57,40,8.75,MP,2024-01-30 23:56:46-05:00
50,west island,-12.1568,96.8225,29.99,66,75,2.57,CC,2024-01-30 23:56:46-05:00
51,acaponeta,22.4964,-105.3594,20.44,75,99,1.85,MX,2024-01-30 23:56:47-05:00
52,grytviken,-54.2811,-36.5092,2.81,76,20,4.95,GS,2024-01-30 23:56:47-05:00
53,mili,6.0815,171.735,25.69,92,100,7.79,MH,2024-01-30 23:56:48-05:00
54,enewetak,11.3474,162.3373,26.62,70,70,8.94,MH,2024-01-30 23:56:48-05:00
55,nantucket,41.2835,-70.0995,-0.94,69,100,3.6,US,2024-01-30 23:56:49-05:00
56,karpinsk,59.7654,60.0085,-6.51,87,90,2.9,RU,2024-01-30 23:56:49-05:00
57,zhanaozen,43.3,52.8,-1.51,79,68,5.55,KZ,2024-01-30 23:56:50-05:00
58,kingscliff,-28.2667,153.5667,29.87,58,40,9.26,AU,2024-01-30 23:56:50-05:00
59,touros,-5.1989,-35.4608,27.02,72,48,4.28,BR,2024-01-30 23:52:47-05:00
60,duyun,26.2667,107.5167,13.72,94,100,3.32,CN,2024-01-30 23:56:51-05:00
61,duba,27.3513,35.6901,14.83,50,1,2.75,SA,2024-01-30 23:56:51-05:00
62,longyearbyen,78.2186,15.6401,-6.09,68,75,6.17,SJ,2024-01-30 23:56:52-05:00
63,college,64.8569,-147.8028,-31.03,73,75,0.0,US,2024-01-30 23:56:52-05:00
64,ubatuba,-23.4339,-45.0711,24.38,74,89,1.71,BR,2024-01-30 23:52:14-05:00
65,nar'yan-mar,67.6713,53.087,-6.05,92,83,4.92,RU,2024-01-30 23:56:53-05:00
66,edinburgh of the seven seas,-37.0676,-12.3116,13.87,58,89,1.27,SH,2024-01-30 23:56:54-05:00
67,al ghayzah,16.2079,52.176,25.19,71,97,3.42,YE,2024-01-30 23:56:54-05:00
68,machico,32.7,-16.7667,18.35,78,40,1.54,PT,2024-01-30 23:56:55-05:00
69,carnarvon,-24.8667,113.6333,36.48,38,0,4.44,AU,2024-01-30 23:56:55-05:00
70,urumqi,43.801,87.6005,-14.47,72,97,2.0,CN,2024-01-30 23:56:56-05:00
71,stanley,54.868,-1.6985,5.16,78,0,4.63,GB,2024-01-30 23:56:56-05:00
72,flying fish cove,-10.4217,105.6791,28.82,83,100,3.09,CX,2024-01-30 23:56:56-05:00
73,altay,47.8667,88.1167,-9.35,72,97,0.49,CN,2024-01-30 23:56:57-05:00
74,parauna,-16.9478,-50.4486,21.13,74,92,1.54,BR,2024-01-30 23:56:57-05:00
75,udachny,66.4167,112.4,-23.64,76,90,1.39,RU,2024-01-30 23:56:58-05:00
76,callao,-12.0667,-77.15,25.95,73,75,3.6,PE,2024-01-30 23:56:58-05:00
77,port augusta,-32.5,137.7667,27.88,28,0,9.75,AU,2024-01-30 23:56:59-05:00
78,happy valley-goose bay,53.3168,-60.3315,-12.83,47,20,6.17,CA,2024-01-30 23:57:00-05:00
79,ancud,-41.8697,-73.8203,13.94,95,100,1.92,CL,2024-01-30 23:57:00-05:00
80,st. john's,47.5649,-52.7093,-4.62,84,100,7.2,CA,2024-01-30 23:57:01-05:00
81,maloye ganyushkino,46.6,49.2667,-2.67,94,100,4.54,KZ,2024-01-30 23:57:01-05:00
82,hawaiian paradise park,19.5933,-154.9731,24.73,91,40,2.06,US,2024-01-30 23:57:02-05:00
83,port lincoln,-34.7333,135.8667,20.5,55,0,6.22,AU,2024-01-30 23:57:02-05:00
84,qaqortoq,60.7167,-46.0333,-12.16,94,100,4.75,GL,2024-01-30 23:57:03-05:00
85,punta arenas,-53.15,-70.9167,9.06,71,0,4.63,CL,2024-01-30 23:57:03-05:00
86,invercargill,-46.4,168.35,18.9,45,80,5.36,NZ,2024-01-30 23:50:43-05:00
87,sambava,-14.2667,50.1667,26.07,80,91,1.63,MG,2024-01-30 23:57:04-05:00
88,bodegraven,52.0825,4.75,6.68,89,77,1.34,NL,2024-01-30 23:57:05-05:00
89,zaozersk,69.4005,32.4476,-0.23,74,100,15.28,RU,2024-01-30 23:57:05-05:00
90,bharatpur,27.2167,77.4833,19.35,53,75,3.21,IN,2024-01-30 23:57:06-05:00
91,ulsteinvik,62.3432,5.8487,7.07,81,99,8.93,NO,2024-01-30 23:57:07-05:00
92,ocean shores,46.9737,-124.1563,12.94,94,100,5.14,US,2024-01-30 23:57:07-05:00
93,margaret river,-33.95,115.0667,27.4,55,1,6.15,AU,2024-01-30 23:57:08-05:00
94,choibalsan,48.0667,114.5,-22.67,86,4,4.08,MN,2024-01-30 23:57:08-05:00
95,tabou,4.423,-7.3528,26.44,85,77,2.82,CI,2024-01-30 23:57:09-05:00
96,ebon,4.582,168.6964,27.41,78,100,4.23,MH,2024-01-30 23:57:09-05:00
97,brisas de zicatela,15.8369,-97.0419,23.95,77,47,1.76,MX,2024-01-30 23:57:10-05:00
98,clinton,42.587,-82.9199,2.01,94,100,0.0,US,2024-01-30 23:57:10-05:00
99,thompson,55.7435,-97.8558,1.09,93,100,1.03,CA,2024-01-30 23:57:11-05:00
100,smithfield,41.922,-71.5495,-2.76,82,100,1.79,US,2024-01-30 23:57:11-05:00
101,greenville,35.6127,-77.3663,5.02,91,0,2.24,US,2024-01-30 23:53:55-05:00
102,dar chioukh,34.8964,3.4854,6.57,83,100,2.15,DZ,2024-01-30 23:57:12-05:00
103,bredasdorp,-34.5322,20.0403,19.47,88,81,1.16,ZA,2024-01-30 23:57:13-05:00
104,keflavik,64.0049,-22.5624,-2.05,93,75,2.57,IS,2024-01-30 23:57:13-05:00
105,kununurra,-15.7667,128.7333,33.99,62,18,3.6,AU,2024-01-30 23:55:12-05:00
106,bytow,54.1706,17.4919,5.67,91,100,4.46,PL,2024-01-30 23:57:14-05:00
107,dhuusamarreeb,5.535,46.3861,23.48,72,94,7.16,SO,2024-01-30 23:57:15-05:00
108,yenifakili,39.2114,35.0004,-2.29,72,54,4.0,TR,2024-01-30 23:57:16-05:00
109,harper,4.375,-7.7169,26.79,84,80,2.88,LR,2024-01-30 23:57:16-05:00
110,gordonvale,-17.0936,145.7842,34.39,72,98,0.8,AU,2024-01-30 23:57:17-05:00
111,luderitz,-26.6481,15.1594,18.43,84,0,4.48,NA,2024-01-30 23:57:17-05:00
112,mityana,0.4175,32.0228,19.37,87,97,0.33,UG,2024-01-30 23:57:18-05:00
113,whitehouse,32.2268,-95.2255,13.15,67,0,1.78,US,2024-01-30 23:57:01-05:00
114,lebu,-37.6167,-73.65,14.61,84,0,6.44,CL,2024-01-30 23:57:19-05:00
115,atafu village,-8.5421,-172.5159,29.41,70,24,1.93,TK,2024-01-30 23:57:20-05:00
116,as sulayyil,20.4607,45.5779,17.14,54,66,1.39,SA,2024-01-30 23:57:20-05:00
117,karratha,-20.7377,116.8463,31.66,53,41,5.82,AU,2024-01-30 23:55:45-05:00
118,qandala,11.472,49.8728,25.22,69,69,1.13,SO,2024-01-30 23:57:21-05:00
119,lompoc,34.6391,-120.4579,12.4,93,0,2.57,US,2024-01-30 23:57:22-05:00
120,myrina,39.8797,25.0742,5.58,61,40,13.38,GR,2024-01-30 23:57:22-05:00
121,haiku-pauwela,20.9219,-156.3051,21.39,91,75,4.12,US,2024-01-30 23:57:23-05:00
122,afaahiti,-17.75,-149.2833,27.2,80,88,3.7,PF,2024-01-30 23:57:23-05:00
123,port moresby,-9.4431,147.1797,30.68,66,40,5.14,PG,2024-01-30 23:57:24-05:00
124,hakodate,41.7758,140.7367,1.17,86,75,3.6,JP,2024-01-30 23:57:24-05:00
125,okhotsk,59.3833,143.3,-19.21,78,31,5.84,RU,2024-01-30 23:55:21-05:00
126,nikolayevsk-on-amure,53.1406,140.73,-16.32,81,87,3.83,RU,2024-01-30 23:57:25-05:00
127,ushuaia,-54.8,-68.3,8.81,71,0,10.29,AR,2024-01-30 23:55:01-05:00
128,portland,45.5234,-122.6762,13.38,74,100,4.12,US,2024-01-30 23:47:53-05:00
129,paciran,-6.8767,112.3761,29.23,73,42,4.05,ID,2024-01-30 23:55:06-05:00
130,ciudad insurgentes,25.2625,-111.7753,17.9,60,11,3.11,MX,2024-01-30 23:57:27-05:00
131,tromso,69.6496,18.957,3.01,52,75,13.11,NO,2024-01-30 23:56:24-05:00
132,kanniyakumari,8.0833,77.5667,28.64,67,19,3.82,IN,2024-01-30 23:57:29-05:00
133,kolosovka,56.4678,73.611,-17.19,97,88,3.4,RU,2024-01-30 23:57:29-05:00
134,talnakh,69.4865,88.3972,-18.22,78,100,4.45,RU,2024-01-30 23:57:30-05:00
135,vadso,70.0744,29.7487,3.09,65,20,18.01,NO,2024-01-30 23:57:30-05:00
136,eyl,7.9803,49.8164,26.03,62,63,5.37,SO,2024-01-30 23:57:31-05:00
137,madanapalle,13.55,78.5,25.27,56,58,1.92,IN,2024-01-30 23:57:31-05:00
138,le lavandou,43.137,6.366,8.75,93,45,1.54,FR,2024-01-30 23:57:32-05:00
139,nako,31.8814,78.627,-4.27,68,97,4.13,IN,2024-01-30 23:57:32-05:00
140,puerto ayora,-0.7393,-90.3518,24.99,89,95,4.34,EC,2024-01-30 23:57:33-05:00
141,arraial do cabo,-22.9661,-42.0278,24.72,92,54,3.37,BR,2024-01-30 23:57:33-05:00
142,santa ana de yacuma,-13.75,-65.4333,24.54,88,100,1.14,BO,2024-01-30 23:57:34-05:00
143,san miguel de cauri,-10.1,-76.5833,7.92,88,100,1.09,PE,2024-01-30 23:57:34-05:00
144,port elizabeth,-33.918,25.5701,21.84,87,0,3.09,ZA,2024-01-30 23:57:35-05:00
145,mata-utu,-13.2816,-176.1745,29.54,79,99,6.22,WF,2024-01-30 23:57:36-05:00
146,miches,18.9836,-69.0476,23.55,79,100,3.69,DO,2024-01-30 23:57:36-05:00
147,lugu,23.7464,120.7525,25.13,51,14,3.6,TW,2024-01-30 23:57:37-05:00
148,cabo san lucas,22.8909,-109.9124,24.31,81,99,4.2,MX,2024-01-30 23:54:54-05:00
149,yanchep,-31.55,115.6833,43.9,36,0,5.54,AU,2024-01-30 23:57:38-05:00
150,tolanaro,-25.0319,46.9987,24.04,94,40,4.12,MG,2024-01-30 23:57:39-05:00
151,thyez,46.0825,6.5378,8.08,66,13,1.91,FR,2024-01-30 23:57:39-05:00
152,tangalle,6.024,80.7911,30.09,68,45,2.44,LK,2024-01-30 23:57:40-05:00
153,nampula,-15.1165,39.2666,22.97,94,75,0.0,MZ,2024-01-30 23:55:17-05:00
154,fort st. john,56.2499,-120.8529,4.94,60,20,7.72,CA,2024-01-30 23:57:41-05:00
155,westport,41.1415,-73.3579,1.99,74,100,4.12,US,2024-01-30 23:53:24-05:00
156,chebarkul',54.9749,60.3633,-9.13,97,99,1.41,RU,2024-01-30 23:57:42-05:00
157,villa gesell,-37.2639,-56.973,21.14,77,85,3.37,AR,2024-01-30 23:56:58-05:00
158,ozu,33.5,132.55,11.77,87,100,1.88,JP,2024-01-30 23:57:44-05:00
159,jiuquan,39.7432,98.5174,-3.62,34,100,3.7,CN,2024-01-30 23:57:44-05:00
160,palmer,42.1584,-72.3287,-1.75,77,100,0.0,US,2024-01-30 23:57:32-05:00
161,loango,-4.6719,11.8312,27.81,89,75,1.03,CG,2024-01-30 23:57:45-05:00
162,sidi akkacha,36.4647,1.3026,10.16,93,98,1.57,DZ,2024-01-30 23:57:45-05:00
163,alice springs,-23.7,133.8833,37.75,12,59,9.77,AU,2024-01-30 23:57:46-05:00
164,remire-montjoly,4.9167,-52.2667,27.02,94,75,5.14,GF,2024-01-30 23:57:46-05:00
165,calama,-22.4667,-68.9333,13.27,33,0,5.14,CL,2024-01-30 23:57:47-05:00
166,amasra,41.7463,32.3863,3.59,70,1,4.32,TR,2024-01-30 23:57:47-05:00
167,mouila,-1.8685,11.0559,24.57,97,100,0.3,GA,2024-01-30 23:57:48-05:00
168,grants,35.1473,-107.8514,-0.87,64,0,2.57,US,2024-01-30 23:57:48-05:00
169,creel,27.75,-107.6333,6.57,81,100,1.46,MX,2024-01-30 23:57:49-05:00
170,vila franca do campo,37.7167,-25.4333,13.23,88,49,2.17,PT,2024-01-30 23:57:50-05:00
171,varkaus,62.3153,27.873,-1.5,98,100,3.26,FI,2024-01-30 23:57:50-05:00
172,serendah,3.3646,101.6041,34.16,53,99,10.28,MY,2024-01-30 23:57:50-05:00
173,iskateley,67.6803,53.1512,-6.1,92,82,4.92,RU,2024-01-30 23:57:51-05:00
174,vostochnyy,55.8167,37.8667,-0.85,100,100,1.81,RU,2024-01-30 23:57:51-05:00
175,velikiy ustyug,60.7644,46.3106,-3.67,93,50,3.58,RU,2024-01-30 23:57:52-05:00
176,bulungu,-4.55,18.6,22.07,97,100,0.87,CD,2024-01-30 23:57:52-05:00
177,kodiak,57.79,-152.4072,-12.27,61,0,0.0,US,2024-01-30 23:56:49-05:00
178,mogocha,53.7333,119.7667,-16.42,65,76,3.19,RU,2024-01-30 23:57:53-05:00
179,le port,-20.9373,55.2919,30.0,74,43,1.48,RE,2024-01-30 23:57:53-05:00
180,palikir - national government center,6.9248,158.1611,28.41,65,100,2.57,FM,2024-01-30 23:57:54-05:00
181,hemsby,52.6971,1.6918,5.55,87,32,4.46,GB,2024-01-30 23:57:54-05:00
182,vilyuysk,63.7553,121.6247,-24.05,95,100,1.8,RU,2024-01-30 23:57:55-05:00
183,anloga,5.7947,0.8973,26.74,80,8,5.42,GH,2024-01-30 23:57:55-05:00
184,lexington park,38.2668,-76.4538,4.8,83,75,2.57,US,2024-01-30 23:57:56-05:00
185,whitehorse,60.7161,-135.0538,-2.57,46,0,1.03,CA,2024-01-30 23:57:57-05:00
